"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MEX","Mexico","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,19078,"E","Estimated value"
"NLD","Netherlands","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,66819,"E","Estimated value"
"NZL","New Zealand","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,50423,"E","Estimated value"
"NOR","Norway","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,60317,"E","Estimated value"
"POL","Poland","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,32771,"E","Estimated value"
"PRT","Portugal","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,33415,"E","Estimated value"
"SVK","Slovak Republic","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,27755,"E","Estimated value"
"ESP","Spain","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,48761,"E","Estimated value"
"SWE","Sweden","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,54248,"E","Estimated value"
"CHE","Switzerland","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,76100,"E","Estimated value"
"TUR","Turkey","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,29003,"E","Estimated value"
"GBR","United Kingdom","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,55282,"E","Estimated value"
"USA","United States","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,76995,"E","Estimated value"
"BRA","Brazil","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,17829,"E","Estimated value"
"CHL","Chile","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,35184,"E","Estimated value"
"EST","Estonia","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,30596,"E","Estimated value"
"ISR","Israel","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,46628,"E","Estimated value"
"LVA","Latvia","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,28422,"E","Estimated value"
"RUS","Russia","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,28057,"E","Estimated value"
"SVN","Slovenia","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,45444,"E","Estimated value"
"ZAF","South Africa","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,14696,"E","Estimated value"
"OECD","OECD - Total","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,54509,"E","Estimated value"
"AUS","Australia","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,30455,"E","Estimated value"
"AUT","Austria","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,28935,"E","Estimated value"
"BEL","Belgium","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,35440,"E","Estimated value"
"CAN","Canada","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,27472,"E","Estimated value"
"CZE","Czech Republic","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,13301,"E","Estimated value"
"DNK","Denmark","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,35530,"E","Estimated value"
"FIN","Finland","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,28017,"E","Estimated value"
"FRA","France","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,26879,"E","Estimated value"
"DEU","Germany","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,27978,"E","Estimated value"
"GRC","Greece","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,15671,"E","Estimated value"
"HUN","Hungary","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,10975,"E","Estimated value"
"ISL","Iceland","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,34716,"E","Estimated value"
"IRL","Ireland","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,26679,"E","Estimated value"
"ITA","Italy","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,26112,"E","Estimated value"
"JPN","Japan","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,24742,"E","Estimated value"
"KOR","Korea","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,16052,"E","Estimated value"
"LUX","Luxembourg","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,36877,"E","Estimated value"
"MEX","Mexico","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,8479,"E","Estimated value"
"NLD","Netherlands","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,33030,"E","Estimated value"
"NZL","New Zealand","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,24221,"E","Estimated value"
"NOR","Norway","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,36339,"E","Estimated value"
"POL","Poland","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,13194,"E","Estimated value"
"PRT","Portugal","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,12407,"E","Estimated value"
"SVK","Slovak Republic","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,12329,"E","Estimated value"
"ESP","Spain","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,22755,"E","Estimated value"
"SWE","Sweden","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,25010,"E","Estimated value"
"CHE","Switzerland","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,37237,"E","Estimated value"
"TUR","Turkey","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,11976,"E","Estimated value"
"GBR","United Kingdom","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,24298,"E","Estimated value"
"USA","United States","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,25699,"E","Estimated value"
"BRA","Brazil","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,6757,"E","Estimated value"
"CHL","Chile","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,13459,"E","Estimated value"
"EST","Estonia","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,12911,"E","Estimated value"
"ISR","Israel","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,16181,"E","Estimated value"
"LVA","Latvia","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,11694,"E","Estimated value"
"RUS","Russia","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,11518,"E","Estimated value"
"SVN","Slovenia","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,19432,"E","Estimated value"
"ZAF","South Africa","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,5384,"E","Estimated value"
"OECD","OECD - Total","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,22775,"E","Estimated value"
"AUS","Australia","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,94,,
"AUT","Austria","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"BEL","Belgium","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"CAN","Canada","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"CZE","Czech Republic","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"DNK","Denmark","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"FIN","Finland","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"FRA","France","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"DEU","Germany","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"GRC","Greece","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"HUN","Hungary","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,84,,
"ISL","Iceland","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,98,,
"IRL","Ireland","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,96,,
"ITA","Italy","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"JPN","Japan","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"KOR","Korea","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"LUX","Luxembourg","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"MEX","Mexico","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,80,,
"NLD","Netherlands","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"NZL","New Zealand","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"NOR","Norway","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,94,,
"POL","Poland","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"PRT","Portugal","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,87,,
"SVK","Slovak Republic","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"ESP","Spain","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"SWE","Sweden","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"CHE","Switzerland","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,94,,
"TUR","Turkey","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"GBR","United Kingdom","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"USA","United States","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"BRA","Brazil","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"CHL","Chile","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,84,,
"EST","Estonia","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"ISR","Israel","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,87,,
"LVA","Latvia","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"RUS","Russia","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"SVN","Slovenia","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"ZAF","South Africa","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"OECD","OECD - Total","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"AUS","Australia","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,95,,
"AUT","Austria","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,91,,
"BEL","Belgium","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,92,,
"CAN","Canada","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,92,,
"CZE","Czech Republic","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,88,,
"DNK","Denmark","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,96,,
"FIN","Finland","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,93,,
"FRA","France","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,89,,
"DEU","Germany","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,93,,
"GRC","Greece","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,82,,
"HUN","Hungary","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,83,,
"ISL","Iceland","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,97,,
"IRL","Ireland","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,95,,
"ITA","Italy","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,91,,
"JPN","Japan","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,86,,
"KOR","Korea","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,74,,
"LUX","Luxembourg","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,93,,
"MEX","Mexico","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,77,,
"NLD","Netherlands","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,91,,
"NZL","New Zealand","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,95,,
"NOR","Norway","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,94,,
"POL","Poland","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,88,,
"PRT","Portugal","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,88,,
"SVK","Slovak Republic","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,91,,
"ESP","Spain","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,93,,
"SWE","Sweden","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,92,,
"CHE","Switzerland","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,94,,
"TUR","Turkey","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,85,,
"GBR","United Kingdom","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,94,,
"USA","United States","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,88,,
"BRA","Brazil","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,90,,
"CHL","Chile","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,84,,
"EST","Estonia","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,90,,
"ISR","Israel","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,87,,
"LVA","Latvia","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,84,,
"RUS","Russia","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,89,,
"SVN","Slovenia","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,91,,
"ZAF","South Africa","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,88,,
"OECD","OECD - Total","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,87,,
"AUS","Australia","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,93,,
"AUT","Austria","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,92,,
"BEL","Belgium","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,91,,
"CAN","Canada","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,93,,
"CZE","Czech Republic","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,90,,
"DNK","Denmark","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,94,,
"FIN","Finland","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,96,,
"FRA","France","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,88,,
"DEU","Germany","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,91,,
"GRC","Greece","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,83,,
"HUN","Hungary","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,85,,
"ISL","Iceland","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,99,,
"IRL","Ireland","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,96,,
"ITA","Italy","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,91,,
"JPN","Japan","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,93,,
"KOR","Korea","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,78,,
"LUX","Luxembourg","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,90,,
"MEX","Mexico","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,83,,
"NLD","Netherlands","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,89,,
"NZL","New Zealand","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,96,,
"NOR","Norway","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,94,,
"POL","Poland","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,89,,
"PRT","Portugal","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,85,,
"SVK","Slovak Republic","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,92,,
"ESP","Spain","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,96,,
"SWE","Sweden","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,92,,
"CHE","Switzerland","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,94,,
"TUR","Turkey","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,86,,
"GBR","United Kingdom","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,93,,
"USA","United States","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,92,,
"BRA","Brazil","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,90,,
"CHL","Chile","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,84,,
"EST","Estonia","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,91,,
"ISR","Israel","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,86,,
"LVA","Latvia","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,87,,
"RUS","Russia","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,90,,
"SVN","Slovenia","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,90,,
"ZAF","South Africa","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,88,,
"OECD","OECD - Total","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","Units",,,90,,
"AUS","Australia","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,95,,
"AUT","Austria","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,95,,
"BEL","Belgium","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,94,,
"CAN","Canada","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,94,,
"CZE","Czech Republic","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,94,,
"DNK","Denmark","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,96,,
"FIN","Finland","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,98,,
"FRA","France","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,94,,
"DEU","Germany","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,94,,
"GRC","Greece","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,91,,
"HUN","Hungary","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,86,,
"ISL","Iceland","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,100,,
"IRL","Ireland","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,96,,
"ITA","Italy","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,94,,
"JPN","Japan","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,90,,
"KOR","Korea","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,83,,
"LUX","Luxembourg","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,93,,
"MEX","Mexico","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,84,,
"NLD","Netherlands","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,92,,
"NZL","New Zealand","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,96,,
"NOR","Norway","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,96,,
"POL","Poland","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,96,,
"PRT","Portugal","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,94,,
"SVK","Slovak Republic","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,94,,
"SWE","Sweden","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,94,,
"CHE","Switzerland","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,95,,
"TUR","Turkey","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,94,,
"GBR","United Kingdom","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,94,,
"USA","United States","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,95,,
"CHL","Chile","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,93,,
"EST","Estonia","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,90,,
"ISR","Israel","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,88,,
"LVA","Latvia","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,91,,
"RUS","Russia","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,92,,
"ZAF","South Africa","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,94,,
"OECD","OECD - Total","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,92,"E","Estimated value"
"CZE","Czech Republic","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,87,,
"FIN","Finland","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,92,,
"FRA","France","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,74,,
"GRC","Greece","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,72,,
"HUN","Hungary","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,82,,
"ISL","Iceland","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,98,,
"IRL","Ireland","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,93,,
"ITA","Italy","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,89,,
"JPN","Japan","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,86,,
"KOR","Korea","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,58,,
"LUX","Luxembourg","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,92,,
"MEX","Mexico","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,80,,
"NZL","New Zealand","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,95,,
"NOR","Norway","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,91,,
"POL","Poland","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,83,,
"PRT","Portugal","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,82,,
"SVK","Slovak Republic","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,87,,
"ESP","Spain","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,93,,
"CHE","Switzerland","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,93,,
"TUR","Turkey","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,78,,
"GBR","United Kingdom","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,94,,
"BRA","Brazil","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,86,,
"CHL","Chile","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,75,,
